総合順位	No.	氏名	カナ	年齢	性別	総合記録	ラン1ラップ	R1順	T1ラップ	T1順	バイクラップ	B順	スプリット	通過	T2ラップ	T2順	ラン2ラップ	R2順	年代区分	年代順位
599	1678	安川 智久	ﾔｽｶﾜ ﾄﾓﾋｻ	55	男	2:57:29	0:07:53	489	0:04:24	664	1:37:07	655	1:49:24	659	0:05:25	645	1:02:40	444	男子55-59歳	59
600	1085	井上 雅可	ｲﾉｳｴ ﾏｻﾖｼ	55	男	2:57:35	0:09:45	663	0:03:05	519	1:25:01	534	1:37:51	559	0:03:48	510	1:15:56	614	男子55-59歳	60
601	1242	久井田 宙大郎	ｸｲﾀﾞ ﾐﾁﾀﾛｳ	30	男	2:57:35	0:07:47	458	0:02:01	138	1:25:21	542	1:35:09	530	0:03:30	451	1:18:56	630	男子30-34歳	53
602	1459	飛田 和宏	ﾄﾋﾞﾀ ｶｽﾞﾋﾛ	36	男	2:58:00	0:08:11	545	0:02:58	489	1:31:45	630	1:42:54	627	0:04:44	616	1:10:22	557	男子35-39歳	70
603	1637	溝内 達也	ﾐｿﾞｳﾁ ﾀﾂﾔ	45	男	2:58:27	0:09:40	660	0:02:52	450	1:14:08	215	1:26:40	309	0:04:00	544	1:27:47	654	男子45-49歳	124
604	1366	鈴木 良平	ｽｽﾞｷ ﾘｮｳﾍｲ	36	男	2:58:44	0:08:28	586	0:02:03	151	1:35:55	652	1:46:26	647	0:03:11	348	1:09:07	542	男子35-39歳	71
605	1547	林 豊	ﾊﾔｼ ﾕﾀｶ	61	男	2:58:46	0:10:23	672	0:03:03	508	1:32:19	636	1:45:45	645	0:03:36	467	1:09:25	544	男子60-64歳	17
606	1293	榊原 雅史	ｻｶｷﾊﾞﾗ ﾏｻﾌﾐ	32	男	2:59:02	0:08:06	529	0:02:33	349	1:29:54	611	1:40:33	597	0:02:54	282	1:15:35	610	男子30-34歳	54
607	1300	迫田 昂輝	ｻｺﾀﾞ ｺｳｷ	35	男	2:59:13	0:07:44	444	0:03:04	514	1:33:44	647	1:44:32	637	0:04:07	559	1:10:34	561	男子35-39歳	72
608	1751	木下 敦裕	ｷﾉｼﾀ ｱﾂﾋﾛ	27	男	2:59:43	0:07:35	410	0:02:11	200	1:34:26	650	1:44:12	636	0:07:02	668	1:08:29	526	男子25-29歳	36
609	1145	大平 貴司	ｵｵﾋﾗ ﾀｶｼ	46	男	2:59:51	0:09:26	652	0:04:36	672	1:22:46	500	1:36:48	549	0:04:57	632	1:18:06	625	男子45-49歳	125
610	1815	田村 晋一	ﾀﾑﾗ ｼﾝｲﾁ	37	男	3:00:32	0:08:45	610	0:03:02	506	1:26:04	559	1:37:51	559	0:03:33	459	1:19:08	631	男子35-39歳	73
611	1152	大山 直人	ｵｵﾔﾏ ﾅｵﾄ	44	男	3:00:36	0:09:14	647	0:03:16	553	1:30:16	615	1:42:46	626	0:03:18	385	1:14:32	602	男子40-44歳	93
612	1561	平松 晃一	ﾋﾗﾏﾂ ｺｳｲﾁ	38	男	3:00:39	0:07:55	497	0:03:37	612	1:31:39	629	1:43:11	628	0:04:46	617	1:12:42	579	男子35-39歳	74
613	1178	柏倉 将斗	ｶｼﾜｸﾞﾗ ﾏｻﾄ	27	男	3:01:53	0:08:00	513	0:02:19	251	1:37:44	659	1:48:03	653	0:04:49	622	1:09:01	540	男子25-29歳	37
614	1180	柏原 輝章	ｶｼﾜﾊﾞﾗ ﾃﾙｱｷ	23	男	3:02:02	0:08:18	560	0:02:43	407	1:36:06	653	1:47:07	648	0:03:16	377	1:11:39	570	男子24歳以下	59
615	1460	冨田 尚弥	ﾄﾐﾀ ﾅｵﾔ	31	男	3:02:12	0:07:50	478	0:02:13	216	1:30:59	623	1:41:02	604	0:04:50	623	1:16:20	618	男子30-34歳	55
616	1708	吉里 裕也	ﾖｼｻﾞﾄ ﾋﾛﾔ	48	男	3:02:33	0:09:03	636	0:03:48	631	1:31:07	625	1:43:58	633	0:04:10	561	1:14:25	599	男子45-49歳	126
617	1558	平泉 大	ﾋﾗｲｽﾞﾐ ﾀﾞｲ	42	男	3:02:33	0:08:41	605	0:03:19	568	1:29:23	605	1:41:23	608	0:06:28	665	1:14:42	604	男子40-44歳	94
618	1168	小田 稔	ｵﾀﾞ ﾐﾉﾙ	57	男	3:02:36	0:08:48	616	0:04:18	658	1:27:29	579	1:40:35	598	0:10:07	677	1:11:54	573	男子55-59歳	61
619	1813	久保 明彦	ｸﾎﾞ ｱｷﾋｺ	62	男	3:03:02	0:09:08	641	0:03:23	578	1:39:10	663	1:51:41	662	0:04:01	546	1:07:20	516	男子60-64歳	18
620	1235	木村 克也	ｷﾑﾗ ｶﾂﾔ	37	男	3:03:09	0:09:04	637	0:03:45	625	1:31:51	632	1:44:40	638	0:04:24	590	1:14:05	591	男子35-39歳	75
621	1029	新正 直人	ｱﾗﾏｻ ﾅｵﾄ	55	男	3:03:16	0:08:06	528	0:02:37	383	1:28:45	596	1:39:28	588	0:04:16	574	1:19:32	632	男子55-59歳	62
622	1618	松木 英俊	ﾏﾂｷ ﾋﾃﾞﾄｼ	43	男	3:03:19	0:07:54	494	0:03:16	553	1:39:19	664	1:50:29	660	0:02:45	231	1:10:05	549	男子40-44歳	95
622	1690	山澤 光史	ﾔﾏｻﾞﾜ ｺｳｼﾞ	51	男	3:03:19	0:10:01	668	0:03:04	514	1:30:54	622	1:43:59	634	0:05:01	634	1:14:19	597	男子50-54歳	93
624	1440	築野 哲	ﾂｸﾉ ｻﾄｼ	58	男	3:03:29	0:11:15	678	0:04:21	661	1:27:36	581	1:43:12	629	0:04:38	610	1:15:39	613	男子55-59歳	63
625	1512	西津 真平	ﾆｼﾂﾞ ｼﾝﾍﾟｲ	45	男	3:03:46	0:08:51	621	0:04:25	665	1:27:19	578	1:40:35	599	0:06:24	663	1:16:47	621	男子45-49歳	127
626	1233	金 成鎬	ｷﾑ ｿﾝﾎ	49	男	3:04:24	0:08:49	618	0:03:45	625	1:25:24	543	1:37:58	562	0:05:57	659	1:20:29	634	男子45-49歳	128
627	1106	上田 祐司	ｳｴﾀﾞ ﾕｳｼﾞ	46	男	3:04:54	0:08:23	573	0:05:45	677	1:20:16	439	1:34:24	514	0:04:39	611	1:25:51	648	男子45-49歳	129
628	1081	糸山 敏士	ｲﾄﾔﾏ ｻﾄｼ	52	男	3:05:54	0:09:45	662	0:02:33	349	1:32:29	641	1:44:47	639	0:02:56	294	1:18:11	626	男子50-54歳	94
629	1129	大澤 陽樹	ｵｵｻﾜ ﾊﾙｷ	35	男	3:06:20	0:08:20	568	0:02:43	407	1:28:06	587	1:39:09	583	0:03:56	532	1:23:15	641	男子35-39歳	76
630	1578	藤澤 清志	ﾌｼﾞｻﾜ ｷﾖｼ	60	男	3:06:23	0:09:11	644	0:05:28	675	1:19:05	393	1:33:44	505	0:07:37	673	1:25:02	646	男子60-64歳	19
631	1710	吉田 卓史	ﾖｼﾀﾞ ﾀｶｼ	49	男	3:06:25	0:10:23	672	0:05:10	673	1:27:06	574	1:42:39	623	0:04:59	633	1:18:47	629	男子45-49歳	130
632	1391	高野 道夫	ﾀｶﾉ ﾐﾁｵ	71	男	3:07:43	0:09:34	658	0:06:07	680	1:32:07	634	1:47:48	651	0:07:17	671	1:12:38	577	男子65歳以上	4
633	1509	西川 貴清	ﾆｼｶﾜ ﾀｶｷﾖ	35	男	3:08:15	0:07:35	411	0:03:04	514	1:37:29	658	1:48:08	654	0:03:23	414	1:16:44	620	男子35-39歳	77
634	1226	木戸 啓太	ｷﾄﾞ ｹｲﾀ	35	男	3:08:44	0:08:59	630	0:02:36	375	1:49:07	675	2:00:42	674	0:03:11	348	1:04:51	485	男子35-39歳	78
635	1240	木村 裕一	ｷﾑﾗ ﾕｳｲﾁ	44	男	3:09:35	0:08:20	565	0:02:48	430	1:34:21	649	1:45:29	644	0:03:27	438	1:20:39	635	男子40-44歳	96
636	1115	歌代 浩志	ｳﾀｼﾛ ﾋﾛｼ	37	男	3:09:57	0:07:48	472	0:03:36	607	1:32:19	636	1:43:43	632	0:12:30	678	1:13:44	590	男子35-39歳	79
637	1183	加藤 岩大	ｶﾄｳ ｲﾜﾅｶﾞ	53	男	3:10:08	0:09:06	640	0:02:49	435	1:26:22	565	1:38:17	569	0:03:51	517	1:28:00	655	男子50-54歳	95
638	1670	森光 力	ﾓﾘﾐﾂ ﾁｶﾗ	48	男	3:10:11	0:08:04	523	0:02:25	286	1:38:42	662	1:49:11	658	0:03:11	348	1:17:49	624	男子45-49歳	131
639	1555	日吉 大	ﾋﾖｼ ﾏｻﾙ	46	男	3:10:12	0:08:52	622	0:04:22	662	1:34:05	648	1:47:19	649	0:04:42	615	1:18:11	626	男子45-49歳	132
640	1420	田中 利和	ﾀﾅｶ ﾄｼｶｽﾞ	50	男	3:10:15	0:09:56	667	0:03:16	553	1:28:23	592	1:41:35	609	0:03:53	523	1:24:47	645	男子50-54歳	96
641	1318	佐藤 護	ｻﾄｳ ﾏﾓﾙ	40	男	3:10:24	0:10:02	669	0:04:00	641	1:19:32	410	1:33:34	503	0:04:40	613	1:32:10	661	男子40-44歳	97
642	1329	塩田 厚	ｼｵﾀ ｱﾂｼ	63	男	3:10:53	0:09:28	654	0:03:32	603	1:32:05	633	1:45:05	642	0:03:51	517	1:21:57	638	男子60-64歳	20
643	1287	近藤 賢	ｺﾝﾄﾞｳ ｻﾄｼ	41	男	3:13:04	0:10:28	675	0:04:35	671	1:43:42	670	1:58:45	671	0:05:46	656	1:08:33	528	男子40-44歳	98
644	1173	折居 純	ｵﾘｲ ｼﾞｭﾝ	64	男	3:13:15	0:09:12	646	0:03:11	538	1:32:56	644	1:45:19	643	0:04:32	598	1:23:24	642	男子60-64歳	21
645	1276	小橋 正次郎	ｺﾊﾞｼ ｼｮｳｼﾞﾛｳ	38	男	3:13:37	0:06:34	162	0:01:47	80	2:12:06	678	2:20:27	678	0:03:14	360	0:49:56	113	男子35-39歳	80
646	1667	森 暁郎	ﾓﾘ ｱｷｵ	46	男	3:13:58	0:08:38	598	0:02:43	407	1:26:53	569	1:38:14	567	0:03:51	517	1:31:53	660	男子45-49歳	133
647	1704	横井 謙次	ﾖｺｲ ｹﾝｼﾞ	46	男	3:14:10	0:09:39	659	0:04:19	659	1:28:46	597	1:42:44	625	0:05:28	650	1:25:58	649	男子45-49歳	134
648	1382	反町 浩一郎	ｿﾘﾏﾁ ｺｳｲﾁﾛｳ	53	男	3:14:25	0:09:44	661	0:04:12	654	1:32:29	641	1:46:25	646	0:05:28	650	1:22:32	639	男子50-54歳	97
649	1194	金坂 佳宜	ｶﾈｻｶ ﾖｼﾉﾘ	37	男	3:14:28	0:07:48	465	0:02:50	443	1:25:02	535	1:35:40	539	0:04:05	556	1:34:43	663	男子35-39歳	81
650	1356	鈴木 隆弘	ｽｽﾞｷ ﾀｶﾋﾛ	39	男	3:14:58	0:08:16	557	0:04:01	644	1:35:10	651	1:47:27	650	0:04:02	549	1:23:29	643	男子35-39歳	82
651	1800	松村 健吾	ﾏﾂﾑﾗ ｹﾝｺﾞ	41	男	3:15:09	0:08:32	589	0:03:51	634	1:26:46	568	1:39:09	582	0:05:31	653	1:30:29	658	男子40-44歳	99
652	1699	山本 晶太郎	ﾔﾏﾓﾄ ｼｮｳﾀﾛｳ	31	男	3:15:24	0:08:43	608	0:03:43	621	1:32:27	640	1:44:53	640	0:03:40	490	1:26:51	653	男子30-34歳	56
653	1422	田中 成樹	ﾀﾅｶ ﾅﾙｷ	48	男	3:15:32	0:07:32	400	0:02:25	286	1:53:04	676	2:03:01	676	0:04:15	569	1:08:16	522	男子45-49歳	135
654	1519	額賀 大地	ﾇｶｶﾞ ﾀﾞｲﾁ	25	男	3:16:26	0:08:00	512	0:03:00	498	1:37:11	656	1:48:11	655	0:05:27	649	1:22:48	640	男子25-29歳	38
655	1337	柴田 裕介	ｼﾊﾞﾀ ﾕｳｽｹ	32	男	3:17:28	0:09:00	632	0:03:24	585	1:46:25	674	1:58:49	672	0:03:03	323	1:15:36	612	男子30-34歳	57
656	1325	佐野 博男	ｻﾉ ﾋﾛｵ	79	男	3:18:28	0:09:54	666	0:03:41	619	1:45:46	673	1:59:21	673	0:04:37	606	1:14:30	601	男子65歳以上	5
657	1663	室賀 将太	ﾑﾛｶﾞ ｼｮｳﾀ	27	男	3:22:07	0:09:31	656	0:02:48	430	1:30:14	614	1:42:33	621	0:03:14	360	1:36:20	664	男子25-29歳	39
658	1187	加藤 肇	ｶﾄｳ ﾊｼﾞﾒ	48	男	3:22:27	0:09:47	664	0:04:00	641	1:19:46	416	1:33:33	502	0:03:44	504	1:45:10	673	男子45-49歳	136
659	1553	樋下田 隆史	ﾋｹﾞﾀ ﾀｶｼ	49	男	3:22:43	0:11:30	680	0:03:28	594	1:37:23	657	1:52:21	665	0:04:10	561	1:26:12	651	男子45-49歳	137
660	1123	大川 将彦	ｵｵｶﾜ ﾏｻﾋｺ	48	男	3:22:44	0:08:35	593	0:02:58	489	1:30:42	621	1:42:15	617	0:03:27	438	1:37:02	666	男子45-49歳	138
661	1575	福羅 寛人	ﾌｸﾗ ﾋﾛﾄ	21	男	3:23:21	0:06:44	208	0:02:11	200	1:31:02	624	1:39:57	590	0:02:54	282	1:40:30	671	男子24歳以下	60
662	1147	大向 裕人	ｵｵﾑｶｲ ﾕｳｼﾞﾝ	42	男	3:24:33	0:09:33	657	0:03:40	616	1:40:59	668	1:54:12	668	0:04:33	599	1:25:48	647	男子40-44歳	100
663	1549	原 邦雄	ﾊﾗ ｸﾆｵ	47	男	3:25:33	0:10:19	670	0:03:12	540	1:38:36	661	1:52:07	663	0:04:24	590	1:29:02	656	男子45-49歳	139
664	1050	石田 高俊	ｲｼﾀﾞ ﾀｶﾄｼ	46	男	3:25:48	0:09:20	651	0:03:23	578	1:39:26	665	1:52:09	664	0:04:36	602	1:29:03	657	男子45-49歳	140
665	1689	山崎 満	ﾔﾏｻﾞｷ ﾐﾂﾙ	31	男	3:25:58	0:06:38	177	0:01:56	114	1:45:44	672	1:54:18	669	0:05:39	655	1:26:01	650	男子30-34歳	58
666	1398	高山 貴章	ﾀｶﾔﾏ ﾀｶｱｷ	51	男	3:26:34	0:08:07	534	0:03:55	638	1:28:42	595	1:40:44	603	0:07:18	672	1:38:32	667	男子50-54歳	98
667	1416	田中 聡	ﾀﾅｶ ｻﾄｼ	46	男	3:27:11	0:11:26	679	0:04:05	647	1:24:41	529	1:40:12	592	0:05:25	645	1:41:34	672	男子45-49歳	141
668	1535	長谷川 士郎	ﾊｾｶﾞﾜ ｼﾛｳ	40	男	3:28:56	0:10:25	674	0:05:18	674	1:29:20	600	1:45:03	641	0:07:14	670	1:36:39	665	男子40-44歳	101
669	1307	笹田 高志	ｻｻﾀﾞ ﾀｶｼ	36	男	3:32:58	0:09:20	650	0:05:55	679	1:38:31	660	1:53:46	666	0:05:06	637	1:34:06	662	男子35-39歳	83
670	1161	沖村 政則	ｵｷﾑﾗ ﾏｻﾉﾘ	67	男	3:34:04	0:12:23	681	0:03:48	631	1:32:19	636	1:48:30	657	0:05:19	642	1:40:15	670	男子65歳以上	6
671	1066	市村 佑	ｲﾁﾑﾗ ﾕｳ	35	男	3:41:12	0:09:18	649	0:04:05	647	1:43:47	671	1:57:10	670	0:04:16	574	1:39:46	668	男子35-39歳	84
672	1339	島崎 レナット	ｼﾏｻﾞｷ ﾚﾅｯﾄ	58	男	3:41:35	0:10:21	671	0:03:58	639	1:39:32	666	1:53:51	667	0:07:38	674	1:40:06	669	男子55-59歳	64
673	1703	鎗田 哲夫	ﾔﾘﾀ ﾃﾂｵ	45	男	3:48:45	0:10:56	677	0:05:53	678	1:55:54	677	2:12:43	677	0:04:11	564	1:31:51	659	男子45-49歳	142
674	1196	鎌田 秀明	ｶﾏﾀ ﾋﾃﾞｱｷ	71	男	3:57:02	0:15:19	682	0:05:44	676	1:39:53	667	2:00:56	675	0:05:46	656	1:50:20	674	男子65歳以上	7
DNF	1236	木村 哲	ｷﾑﾗ ｻﾄｼ	48	男		0:10:35	676	0:04:17	657	1:33:04	645	1:47:56	652	0:05:03	635		0	男子45-49歳	0
DNF	1565	深尾 修司	ﾌｶｵ ｼｭｳｼﾞ	66	男		0:08:55	626	0:04:05	647	1:25:18	539	1:38:18	570	0:10:03	676		0	男子65歳以上	0
DNF	1722	料治 正博	ﾘｮｳｼﾞ ﾏｻﾋﾛ	51	男		0:08:54	624	0:04:15	655	1:29:25	606	1:42:34	622	0:04:52	627		0	男子50-54歳	0
DNF	1828	上原 秀夫	ｳｴﾊﾗ ﾋﾃﾞｵ	49	男		0:06:47	223	0:02:18	242	1:08:13	70	1:17:18	82	0:02:46	237		0	男子45-49歳	0
DNF	1569	福島 正晴	ﾌｸｼﾏ ﾏｻﾊﾙ	43	男		0:06:36	172	0:02:44	414		0		0		0		0	男子40-44歳	0
DNF	1642	箕浦 秀樹	ﾐﾉｳﾗ ﾋﾃﾞｷ	46	男		0:09:09	642	0:02:57	483		0		0		0		0	男子45-49歳	0
DNF	1668	森田 充	ﾓﾘﾀ ﾐﾂﾙ	54	男		0:07:00	269	0:01:41	62		0		0		0		0	男子50-54歳	0
DNF	1778	竹内 新	ﾀｹｳﾁ ｱﾗﾀ	22	男		0:05:20	19	0:01:25	18		0		0		0		0	男子24歳以下	0
DNF	149	藤ケ崎 彩花	ﾌｼﾞｶﾞｻｷ ｱﾔｶ	32	女		0:09:22	70	0:03:23	61	1:22:46	30	1:35:31	39		0		0	女子30-34歳	0
DNF	109	漆 紫穂子	ｳﾙｼ ｼﾎｺ	59	女		0:09:48	76	0:03:23	61	1:51:58	81	2:05:09	81		0		0	女子55-59歳	0
